Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
KILANG GETAH FELDA CALOK BARAT,80001188,"SETIU, ,",KUALA TERENGANNU,21450,TRE,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(5.466213, 102.759489)",CO,,,Default,KILANG GETAH FELDA CALOK BARAT,90004008,80001188,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.466213, 102.759489)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(916743, 605503)","(916743, 605503)",,17:00:00,,- Invalid -
Kilang Getah Jengka 21,80014600,", ,",Bandar Pusat Jengka,26400,PAH,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(3.741584, 102.544313)",CO,,,Default,Kilang Getah Jengka 21,90004008,80014600,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.741584, 102.544313)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(893809, 414359)","(893809, 414359)",,17:00:00,,- Invalid -
Kilang Getah Kg Awah,80014599,", ,",Temerloh,28030,PAH,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(3.481595, 102.512597)",CO,,,Default,Kilang Getah Kg Awah,90004008,80014599,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.481595, 102.512597)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(890392, 385553)","(890392, 385553)",,17:00:00,,- Invalid -
Kilang Getah Palong 8,80016453,", ,",Gemas,73470,SER,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(2.743256, 102.643997)",CO,,,Default,Kilang Getah Palong 8,90004008,80016453,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.743256, 102.643997)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(905298, 303832)","(905298, 303832)",,17:00:00,,- Invalid -
KILANG GETAH PASAK,80002631,", ,",KOTA TINGGI,81960,JOH,COMNAT,SOUTH,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(1.732941, 103.901393)",CO,,,Default,KILANG GETAH PASAK,90004008,80002631,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.732941, 103.901393)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(1045824, 192250)","(1045824, 192250)",,17:00:00,,- Invalid -
Kilang Getah Pasir Besar,80016452,", ,",Gemas,73470,SER,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,27300,1111110,,"(2.743256, 102.643997)",CO,,,Default,Kilang Getah Pasir Besar,90004008,80016452,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.743256, 102.643997)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(905298, 303832)","(905298, 303832)",,17:00:00,,- Invalid -
KILANG GETAH TELOI TIMUR,80006532,"JALAN KUALA KETIL, ,",KUALA KETIL,9300,KED,COMNAT,,PEN,shukhai@petronas.com.my,123832414,,21840,1111110,,"(5.635445, 100.511511)",CO,,,Default,KILANG GETAH TELOI TIMUR,90004008,80006532,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.635445, 100.511511)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(667405, 623123)","(667405, 623123)",,17:00:00,,- Invalid -
KILANG GULA FELDA PERLIS S/B,80003821,"CHUPING, ,",CHUPING,1000,PEL,COMNAT,NORTH,PEN,rahmantiriman@petronas.com.my,49441301,,32760,1111110,,"(6.540202, 100.303487)",CO,,,Default,KILANG GULA FELDA PERLIS S/B,90000066,80003821,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.540202, 100.303487)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(644120, 723107)","(644120, 723107)",,17:00:00,,- Invalid -
KILANG MINYAK KELAPA SAWIT LUM,80001429,"BLOCK 13, ,",KERATONG,85007,PAH,CENTR1,SOUTH,PEN,kamarul_azhar@petronas.com.my,,,10920,1111111,,"(2.775812, 102.916738)",CO,,,Default,KILANG MINYAK KELAPA SAWIT LUM,90009716,80001429,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.775812, 102.916738)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,20/01/15 13:25,Malaysia,"(935667, 307535)","(935667, 307535)",,23:59:59,,- Invalid -
KILANG PAPAN CHOP YEAP YUEN,80016755,"LOT 18248, MUKIM SUNGEI RAJA, SIMPANG PULAI,",IPOH,31300,PER,NORTH1,,PEN,,165940813,,10920,1111110,,"(4.826399, 100.710514)",CO,,,Default,KILANG PAPAN CHOP YEAP YUEN,90009406,80016755,D001,,,Invalid,,8:00:00,,12:30:00,,13:30:00,,,FALSE,"(4.826399, 100.710514)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(689695, 533713)","(689695, 533713)",,17:00:00,,- Invalid -
KILANG SAWIT CHANGKAT CHERMIN,80051662,"KLK - CHANGKAT CHERMIN PALM OIL MILL, BATU 13 1/2, AIR TAWAR",AIR TAWAR,,PER,,NORTH,PEN,firdaus_kamilrudin@petronas.com.my,,,21840,1111100,,"(4.407322, 100.824798)",CO,,,Default,KILANG SAWIT CHANGKAT CHERMIN,NaN,80051662,D001,,,Invalid,,8:00:00,24:00:00,24:00:00,24:00:00,24:00:00,,,FALSE,"(4.407322, 100.824798)",STARSPRD01_ImportServer,31/08/16 1:06,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,30/08/16 17:00,Malaysia,"(702492, 487399)","(702492, 487399)",,17:00:00,,- Invalid -
KILANG SAWIT ENSENGEI,80051156,"LOT 1, BLOK 1, SEDILU GELONG LAND DISTRICT,",KOTA SAMARAHAN,94300,SAR,COMNAT,EAST,SWK,firdaus_kamilrudin@petronas.com.my,,,20000,1111100,,"(1.442755, 110.497708)",CO,,,Default,KILANG SAWIT ENSENGEI,90041171,80051156,D001,,,Invalid,,8:00:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(1.442755, 110.497708)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M855,,Commercial,STARSPRD01_ImportServer,14/03/16 15:41,Malaysia,"(1787724, 162755)","(1787724, 162755)",,17:00:00,,- Invalid -
KILANG SAWIT KULAI,80011882,"FELDA PALM INDUSTRIES SDN BHD, FELDA TAIB ANDAK,",KULAI,81450,JOH,COMNAT,,PEN,,123832414,,21840,1111110,,"(1.731051, 103.644538)",CO,,,Default,KILANG SAWIT KULAI,90017300,80011882,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.731051, 103.644538)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:25,Malaysia,"(1017156, 191968)","(1017156, 191968)",,17:00:00,,- Invalid -
KILANG SAWIT MPOB,80049242,"NO. 6, PERSIARAN INSTITUSI, BHG KEJURUTERAAN DAN PEMPROSESAN, BANDAR BARU BANGI",KAJANG,43000,SEL,COMNAT,,PEN,safrikamal@petronas.com.my,172443556,,10920,1111110,,"(2.966892, 101.737027)",CO,,,Default,KILANG SAWIT MPOB,90030820,80049242,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.966892, 101.737027)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(804273, 328310)","(804273, 328310)",,17:00:00,,- Invalid -
KILANG SAWIT PPNJ KAHANG,80043557,"PTD 6203 BATU 17, MKM KAHANG, ,",KAHANG,86700,JOH,SOUTH1,SOUTH,PEN,norazlina_kariman@petronas.com.my,,,27300,1111111,,"(2.308638, 103.667194)",CO,,,Default,KILANG SAWIT PPNJ KAHANG,90038183,80043557,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.308638, 103.667194)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,31/12/14 17:33,Malaysia,"(1019500, 256029)","(1019500, 256029)",,17:00:00,,- Invalid -
KILANG SAWIT TANJONG MALIM,80051663,"TANJONG MALIM PALM OIL MILL, BEG BERKUNCI NO. 3,",TANJUNG MALIM,,PER,,NORTH,PEN,firdaus_kamilrudin@petronas.com.my,,,21840,1111100,,"(3.679543, 101.520271)",CO,,,Default,KILANG SAWIT TANJONG MALIM,NaN,80051663,D001,,,Invalid,,8:00:00,24:00:00,24:00:00,24:00:00,24:00:00,,,FALSE,"(3.679543, 101.520271)",STARSPRD01_ImportServer,31/08/16 1:06,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,30/08/16 17:00,Malaysia,"(779959, 407101)","(779959, 407101)",,17:00:00,,- Invalid -
KILANG SERBOK IKAN(ASIA) SDN BHD,80047178,"KAMPUNG SEMATANG PINANG, ,",KUALA KEDAH,6600,KED,NORTH1,NORTH,PEN,ismail_jamal@petronas.com.my,,,32760,1111111,,"(6.053851, 100.371361)",CO,,,Default,KILANG SERBOK IKAN(ASIA) SDN BHD,90031547,80047178,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(6.053851, 100.371361)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,30/12/14 19:19,Malaysia,"(651767, 669349)","(651767, 669349)",,23:59:59,,- Invalid -
KIM LOONG PALM OIL MILLS SDN BHD,80048407,"BATU 7,JLN MAWAI, ,",KOTA TINGGI,81900,JOH,CENTR1,,PEN,rozaini_ramli@petronas.com.my,123621660,,10920,1111110,,"(1.752733, 103.899080)",CO,,,Default,KIM LOONG PALM OIL MILLS SDN BHD,90040934,80048407,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.752733, 103.899080)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1045560, 194445)","(1045560, 194445)",,17:00:00,,- Invalid -
KIM SENG PETROLEUM SDN. BHD.,90032280,"532, TAMAN MELAKA RAYA, ,",MELAKA,75000,MEL,SOUTH1,,PEN,maznahishak@petronas.com.my,126813535,,21840,1111110,,"(2.186254, 102.256224)",CO,,,Default,KIM SENG PETROLEUM SDN. BHD.,90032280,90032280,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.186254, 102.256224)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(862270, 242041)","(862270, 242041)",,17:00:00,,- Invalid -
KIM SENG STORE (2),80031150,"LOT 4049/4050 FASA 5, BUKIT RAMBAI INDUSTRIAL ESTATE,",MELAKA,75250,MEL,SOUTH1,SOUTH,PEN,,012-6813535,,32760,1111110,,"(2.264760, 102.185719)",CO,,,Default,KIM SENG STORE (2),90032280,80031150,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.264760, 102.185719)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(854399, 250715)","(854399, 250715)",,17:00:00,,- Invalid -
KIMBERLY-CLARKE PRODUCTS,90014642,"CO 4 1/2 MILES JLN MERSING, JALAN MERSING,",KLUANG,86000,JOH,SOUTH1,,PEN,fazila.molok@petronas.com.my,77786227,,32760,1111111,,"(2.015900, 103.066050)",CO,,,Default,KIMBERLY-CLARKE PRODUCTS,90014642,90014642,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(2.015900, 103.066050)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(952553, 223384)","(952553, 223384)",,17:00:00,,- Invalid -
KINOS FOOD INDUSTRIES SDN BHD,90000493,"PLO 233 JALAN TEMBAGA SATU, PASIR GUDANG IND. ESTATE,","PASIR GUDANG, JOHOR",81700,JOH,SOUTH1,,PEN,fazila.molok@petronas.com.my,72511918,,32760,1111111,,"(1.467855, 103.902652)",CO,,,Default,KINOS FOOD INDUSTRIES SDN BHD,90000493,90000493,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(1.467855, 103.902652)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1046035, 162842)","(1046035, 162842)",,17:00:00,,- Invalid -
KINSTEEL BERHAD,80014162,"LOT 7, KWA PERIND GEBENG, ,",GEBENG,26080,PAH,EAST1,,PEN,majmi_abdi@petronas.com.my,169508694,,21840,1111110,,"(3.960987, 103.366367)",CO,,,Default,KINSTEEL BERHAD,90017744,80014162,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.960987, 103.366367)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(985183, 439094)","(985183, 439094)",,17:00:00,,- Invalid -
KINSTEEL BHD,90017744,"WISMA KIN KEE NO. 5, PERSIARAN, SULTAN ABU BAKAR, BANDAR INDERA MAHKOTA",KUANTAN,25200,PAH,EAST1,,PEN,roduanjusoh@petronas.com.my,169508694,,21840,1111110,,"(3.823770, 103.295814)",CO,,,Default,KINSTEEL BHD,90017744,90017744,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.823770, 103.295814)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(977406, 423843)","(977406, 423843)",,17:00:00,,- Invalid -
KITRA INDUSTRIES (M) SDN BHD,90043576,"55B, JALAN SS6/12, KELANA JAYA, ,",PETALING JAYA,47301,SEL,CENTR1,CENTRAL,PEN,zareef.hamdan@petronas.com.my,,,10920,1111111,,"(3.105023, 101.599872)",CO,,,Default,KITRA INDUSTRIES (M) SDN BHD,90043576,90043576,D001,,,Invalid,,8:00:00,13:00:00,12:00:00,14:00:00,13:00:00,,,FALSE,"(3.105023, 101.599872)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,22/06/15 14:17,Malaysia,"(788978, 343557)","(788978, 343557)",,17:00:00,,- Invalid -
KITRA INDUSTRIES - PULAI INDAH,80050443,"LOT 159 & 160, JALAN PERIGI NANAS 8/13, PULAU INDAH",PULAU INDAH,42920,SEL,CENTR1,CENTRAL,PEN,zareef.hamdan@petronas.com.my,,,10920,1111110,,"(2.955774, 101.324079)",CO,,,Default,KITRA INDUSTRIES - PULAI INDAH,90043576,80050443,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.955774, 101.324079)",STARSPRD01_ImportServer,26/07/16 1:03,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,02/07/15 11:21,Malaysia,"(758341, 326975)","(758341, 326975)",,17:00:00,,- Invalid -
KKB BUKIT BESAR,80043146,"LOT 7773, ALOR SETAR, KKB BUKIT BESAR",ALOR SETAR,6800,KED,COMNAT,,PEN,nornaem_nazli@petronas.com.my,019-4151036,,21840,1111110,,"(5.989612, 100.452596)",CO,,,Default,KKB BUKIT BESAR,90018574,80043146,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.989612, 100.452596)",STARSPRD01_ImportServer,22/06/16 1:05,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(660778, 662269)","(660778, 662269)",,17:00:00,,- Invalid -
KKS ADELA,80047808,"KKS ADELA, ,",KOTA TINGGI,81900,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,137287512,,21840,1111110,,"(1.578494, 104.102714)",CO,,,Default,KKS ADELA,90004024,80047808,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.578494, 104.102714)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1068346, 175170)","(1068346, 175170)",,17:00:00,,- Invalid -
KKS ARING A,80047809,"KKS ARING A, ,",GUA MUSANG,18300,KEL,COMNAT,,PEN,safrikamal@petronas.com.my,139395284,,21840,1111110,,"(4.860049, 101.963364)",CO,,,Default,KKS ARING A,90017299,80047809,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.860049, 101.963364)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(828716, 537915)","(828716, 537915)",,17:00:00,,- Invalid -
KKS ARING B,80047789,"KKS ARING B, ,",GUA MUSANG,18300,KEL,COMNAT,,PEN,safrikamal@petronas.com.my,139318567,,21840,1111110,,"(4.860049, 101.963364)",CO,,,Default,KKS ARING B,90017299,80047789,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.860049, 101.963364)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(828716, 537915)","(828716, 537915)",,17:00:00,,- Invalid -
KKS BESOUT,80047791,"KKS BESOUT, ,",SUNGKAI,35600,PER,COMNAT,,PEN,safrikamal@petronas.com.my,197778976,,21840,1111110,,"(3.900001, 101.333335)",CO,,,Default,KKS BESOUT,90009856,80047791,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.900001, 101.333335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M817,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(759116, 431433)","(759116, 431433)",,17:00:00,,- Invalid -
KKS BESOUT,80014822,"Besout, ,",Sungkai,35600,PER,COMNAT,,PEN,,123832414,,21840,1111110,,"(3.900001, 101.333335)",CO,,,Default,KKS BESOUT,90017995,80014822,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.900001, 101.333335)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(759116, 431433)","(759116, 431433)",,17:00:00,,- Invalid -
KKS BUKIT BESAR,80047810,"KKS BUKIT BESAR, ,",KULAI,81450,JOH,COMNAT,,PEN,safrikamal@petronas.com.my,139034131,,21840,1111110,,"(1.658263, 103.606038)",CO,,,Default,KKS BUKIT BESAR,90004024,80047810,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.658263, 103.606038)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1012879, 183886)","(1012879, 183886)",,17:00:00,,- Invalid -
KKS BUKIT KEPAYANG,80014788,"Pejabat Pos Triang, ,",Triang,28300,PAH,COMNAT,,PEN,shukhai@petronas.com.my,199051597,,21840,1111110,,"(3.946838, 102.379878)",CO,,,Default,KKS BUKIT KEPAYANG,90017995,80014788,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.946838, 102.379878)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(875427, 437014)","(875427, 437014)",,17:00:00,,- Invalid -
KKS BUKIT KERAYONG,80042811,"BUKIT KERAYONG, ,",KAPAR,42200,SEL,COMNAT,,PEN,nazrulazi@petronas.com.my,192487173,,10920,1111110,,"(3.183336, 101.383331)",CO,,,Default,KKS BUKIT KERAYONG,90037813,80042811,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.183336, 101.383331)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(764875, 352164)","(764875, 352164)",,17:00:00,,- Invalid -
KKS BUKIT MENDI,80047817,"KKS BUKIT MENDI, ,",TRIANG,28320,PAH,COMNAT,,PEN,safrikamal@petronas.com.my,192189577,,21840,1111110,,"(3.170557, 102.319165)",CO,,,Default,KKS BUKIT MENDI,90004025,80047817,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.170557, 102.319165)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(868985, 351037)","(868985, 351037)",,17:00:00,,- Invalid -
KKS BUKIT SAGU,80014827,"PETI SURAT 69, KUANTAN,",KUANTAN,25700,PAH,COMNAT,,PEN,shukhai@petronas.com.my,199887225,,21840,1111110,,"(3.937264, 103.214417)",CO,,,Default,KKS BUKIT SAGU,90017995,80014827,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.937264, 103.214417)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(968281, 436377)","(968281, 436377)",,17:00:00,,- Invalid -
KKS BUKIT TALANG,80042810,", ,",KUALA SELANGOR,45000,SEL,COMNAT,,PEN,nazrulazi@petronas.com.my,378485227,,10920,1111110,,"(3.399997, 101.316663)",CO,,,Default,KKS BUKIT TALANG,90037813,80042810,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.399997, 101.316663)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(757406, 376115)","(757406, 376115)",,17:00:00,,- Invalid -
KKS CHA&apos;AH,80042825,", ,",CHA&apos;AH,85400,JOH,COMNAT,,PEN,nazrulazi@petronas.com.my,198352331,,10920,1111110,,"(2.300000, 103.083052)",CO,,,Default,KKS CHA&apos;AH,90037813,80042825,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.300000, 103.083052)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(954364, 254871)","(954364, 254871)",,17:00:00,,- Invalid -
KKS CHALOK,80047835,"KKS CHALOK, ,",SETIU,22100,TRE,COMNAT,,PEN,safrikamal@petronas.com.my,148209431,,21840,1111110,,"(5.597220, 102.821667)",CO,,,Default,KKS CHALOK,90017299,80047835,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.597220, 102.821667)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(923552, 620060)","(923552, 620060)",,17:00:00,,- Invalid -
KKS CHERSONESE,80042802,", ,",KUALA KURAU,34350,PER,COMNAT,,PEN,nazrulazi@petronas.com.my,123832414,,10920,1111110,,"(5.016440, 100.431794)",CO,,,Default,KKS CHERSONESE,90037813,80042802,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.016440, 100.431794)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(658733, 554655)","(658733, 554655)",,17:00:00,,- Invalid -
KKS CHINI 2,80014830,"D/A BANDAR CHINI 1, ,",PEKAN,26600,PAH,COMNAT,,PEN,shukhai@petronas.com.my,194996009,,21840,1111110,,"(3.372308, 102.927503)",CO,,,Default,KKS CHINI 2,90017995,80014830,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.372308, 102.927503)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(936623, 373627)","(936623, 373627)",,17:00:00,,- Invalid -
KKS CHINI 3,80014831,"D/A BANDAR CHINI 1, ,",PEKAN,26600,PAH,COMNAT,,PEN,shukhai@petronas.com.my,199507250,,21840,1111110,,"(3.372308, 102.927503)",CO,,,Default,KKS CHINI 3,90017995,80014831,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.372308, 102.927503)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M839,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(936623, 373627)","(936623, 373627)",,17:00:00,,- Invalid -
KKS CIKU,80047836,"KKS CIKU, ,",GUA MUSANG,18300,KEL,COMNAT,,PEN,safrikamal@petronas.com.my,139727255,,21840,1111110,,"(4.860049, 101.963364)",CO,,,Default,KKS CIKU,90017299,80047836,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.860049, 101.963364)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(828716, 537915)","(828716, 537915)",,17:00:00,,- Invalid -
KKS EAST,80042806,", ,",CAREY ISLAND,42960,SEL,COMNAT,,PEN,nazrulazi@petronas.com.my,126230604,,10920,1111110,,"(2.510516, 102.839862)",CO,,,Default,KKS EAST,90037813,80042806,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.510516, 102.839862)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(927194, 278117)","(927194, 278117)",,17:00:00,,- Invalid -
KKS GUNUNG MAS,80034034,"BEKOK, SEGAMAT (DELIVERY LOCATION), ,","P.O.BOX 524,KLUANG",86009,JOH,COMNAT,,PEN,,198555151,,10920,1111110,,"(2.510516, 102.839862)",CO,,,Default,KKS GUNUNG MAS,90037813,80034034,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.510516, 102.839862)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(927194, 278117)","(927194, 278117)",,17:00:00,,- Invalid -
