Name,ForeignID,Default terminal,Monthly Diesel Quota,Street,Bandar,State,District,"Region (North, South, East or Central)",Email,Telephone,Accessibilty Roadtanker,Next Critical Stock,"Latitude/Longitude, Road",Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,Postcode,"Position Method, Road","Position Method, Home",POI,Planned Trips,Overridden terminal for 97,Order Type 2,Order Type 1,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Mobile,Marked for export,"Latitude/Longitude, Home",Last Visit,Last changed by user,Last changed,Just in Time + 1,Just in Time,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Distribution Channel for SAP field,CUSTOMERINFOTEXT23,Customer type,Customer Group,Created by user,Created,Country Code,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Consolidation Group,Closing time,Binary opening weekdays string,Alternative Street,Address District
NUR AMIN PSS ENTERPRISE,90034235,M808,145116,"LOT 49054/64491 BDR PUTRA PERMAI, ,",SERDANG,SEL,CENTR3,CENTRAL,zamrul_ali@petronas.com.my,162013552,54600,12/10/16 10:51,"(2.983412, 101.666928)",Default,NUR AMIN PSS ENTERPRISE,90034235,90034235,D001,43300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.983412, 101.666928)",(Invalid),STARSPRD01_ImportServer,09/10/16 23:13,12/10/16 20:16,11/10/16 22:20,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(796470, 330119)","(796470, 330119)",,- Invalid -,23:59:00,1111111,,- Invalid -
NUR ID ENTERPRISE,90040936,M828,70980,"STESEN SERVIS PETRONAS, BATU 27 LUBOK CHINA,",LUBOK CHINA,MEL,SOUTH1,SOUTH,,127247433,43680,14/10/16 13:00,"(2.449670, 102.069821)",Default,NUR ID ENTERPRISE,90040936,90040936,D001,78100,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.449670, 102.069821)",(Invalid),STARSPRD01_ImportServer,10/10/16 6:51,14/10/16 13:00,12/10/16 9:13,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(841448, 271155)","(841448, 271155)",,- Invalid -,23:59:00,1111111,,- Invalid -
NYONAN SDN BHD,90009808,M808,78459,"STESEN SERVIS PETRONAS, LOT PT 2956 SG PENCHALA, JLN DAMANSARA",KUALA LUMPUR,PSK,CENTR2,CENTRAL,eries_deraman@petronas.com.my,193321021,43680,14/10/16 12:46,"(3.157943, 101.615970)",Default,NYONAN SDN BHD,90009808,90009808,D001,60000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.157943, 101.615970)",(Invalid),STARSPRD01_ImportServer,11/10/16 9:03,14/10/16 12:46,12/10/16 12:24,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(790754, 349417)","(790754, 349417)",,- Invalid -,23:59:00,1111111,,- Invalid -
NZ OIL ENTERPRISE,90032397,M817,87360,"PLOT 2, PT 8621, MUKIM LUMUT, ,","SERI MANJUNG,SETIAWAN",PER,NORTH2,NORTH,azly_abubakar@petronas.com.my,122345780,43680,12/10/16 9:57,"(4.195927, 100.665663)",Default,NZ OIL ENTERPRISE,90032397,90032397,D001,32040,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.195927, 100.665663)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:38,(Invalid),12/10/16 9:57,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(684879, 463981)","(684879, 463981)",,- Invalid -,23:59:00,1111111,,- Invalid -
NZB PETRO SERVICES,90043443,M828,67160,"LOT 303, KAWASAN BANDAR 29,JALAN PANJANG, MELAKA TENGAH, JALAN LAKSAMANA CHENG HO, MELAKA TENGAH",MELAKA,MEL,SOUTH1,SOUTH,mnajib.suki@petronas.com.my,,43680,13/10/16 0:55,"(2.195063, 102.259664)",Default,NZB PETRO SERVICES,90043443,90043443,D001,75000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.195063, 102.259664)",(Invalid),STARSPRD01_ImportServer,10/10/16 21:50,(Invalid),13/10/16 0:55,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,19/05/15 12:19,PEN,Malaysia,"(862651, 243017)","(862651, 243017)",,- Invalid -,23:59:00,1111111,,- Invalid -
OASIS EDEN ENTERPRISE,90041974,M828,114660,"LOT 324 JALAN MELANG,AMPANGAN TINGGI, ,",KUALA PILAH,SER,SOUTH1,SOUTH,sahar_saian@petronas.com.my,133331252,43680,11/10/16 18:25,"(2.735635, 102.233952)",Default,OASIS EDEN ENTERPRISE,90041974,90041974,D001,72000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.735635, 102.233952)",(Invalid),STARSPRD01_ImportServer,10/10/16 6:52,13/10/16 15:22,11/10/16 18:25,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(859642, 302857)","(859642, 302857)",,- Invalid -,23:59:00,1111111,,- Invalid -
OMAR SERVICE STATION,90000583,M828,207480,"LOT 3618 KM 4,JALAN GENUANG, ,",SEGAMAT,JOH,SOUTH1,SOUTH,,137422001,43680,13/10/16 2:12,"(2.491186, 102.844249)",Default,OMAR SERVICE STATION,90000583,90000583,D001,85000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.491186, 102.844249)",(Invalid),STARSPRD01_ImportServer,11/10/16 10:00,(Invalid),13/10/16 2:12,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(927689, 275977)","(927689, 275977)",,- Invalid -,23:59:00,1111111,,- Invalid -
ONE CITY SUPERSTATION,90037368,M808,120120,"LOT PT 81 BATU 9, PEKAN TANJUNG KARANG,",TANJUNG KARANG,SEL,CENTR1,CENTRAL,ezzatul_effa@petronas.com.my,192403056,43680,11/10/16 17:44,"(3.428694, 101.164450)",Default,ONE CITY SUPERSTATION,90037368,90037368,D001,45500,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.428694, 101.164450)",(Invalid),STARSPRD01_ImportServer,09/10/16 13:23,14/10/16 0:41,11/10/16 17:44,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(740478, 379250)","(740478, 379250)",,- Invalid -,23:59:00,1111111,,- Invalid -
ONE MAJU ENTERPRISE,90039580,M808,78459,"CH11760-11950,OFF PANTAI EXPRESS, (NPE) ,NEAR TMN DESA(W.BOUND),",KUALA LUMPUR,PSK,CENTR2,CENTRAL,faliq_farouk@petronas.com.my,122170716,54600,11/10/16 11:18,"(3.093660, 101.680432)",Default,ONE MAJU ENTERPRISE,90039580,90039580,D001,52700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.093660, 101.680432)",(Invalid),STARSPRD01_ImportServer,10/10/16 23:03,14/10/16 0:23,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(797942, 342322)","(797942, 342322)",,- Invalid -,23:59:00,1111111,,- Invalid -
ONE QUEST SUPER KIOSK,90032961,M829,2547920,"PTD 111148, TMN SRI PULAI PERDANA, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,syazwan_sulaiman@petronas.com.my,193326492,54600,(Invalid),"(1.563239, 103.615753)",Default,ONE QUEST SUPER KIOSK,90032961,90032961,D001,81110,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.563239, 103.615753)",(Invalid),STARSPRD01_ImportServer,05/10/16 10:25,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1013987, 173351)","(1013987, 173351)",,- Invalid -,23:59:00,1111111,,- Invalid -
ONES MART ENTERPRISE,90030878,M808,14589,"LOT 16032 BATU 5 1/2, CHERAS, ,",KUALA LUMPUR,PSK,CENTR3,CENTRAL,suria_harun@petronas.com.my,196838328,54600,16/10/16 15:16,"(3.096512, 101.738180)",Default,ONES MART ENTERPRISE,90030878,90030878,D001,56100,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.096512, 101.738180)",(Invalid),STARSPRD01_ImportServer,02/10/16 10:30,16/10/16 15:16,12/10/16 22:52,,,FALSE,,FL,RE,1,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(804365, 342654)","(804365, 342654)",,- Invalid -,23:59:00,1111111,,- Invalid -
ORIENT SERVICE STATION,90000244,M818,349440,"LOT 2953, MUKIM 14,, JALAN BESAR , SIMPANG AMPAT,",SEBERANG PRAI SELATAN,PIN,NORTH2,NORTH,izzuddin.jalil@petronas.com.my,124981188,43680,12/10/16 13:15,"(5.281184, 100.476071)",Default,ORIENT SERVICE STATION,90000244,90000244,D001,14100,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.281184, 100.476071)",(Invalid),STARSPRD01_ImportServer,08/10/16 19:02,(Invalid),12/10/16 13:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(663575, 583940)","(663575, 583940)",,- Invalid -,23:30:00,1111111,,- Invalid -
OSIETY SERVICE STATION,90038761,M839,76440,"STESEN SERVIS PETRONAS, LOT 10843, KERATONG 4,",BANDAR TUN RAZAK,PAH,EAST2,EAST,irwandie.johari@petronas.com.my,199889390,43680,11/10/16 11:18,"(2.904244, 102.900581)",Default,OSIETY SERVICE STATION,90038761,90038761,D001,26900,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.904244, 102.900581)",(Invalid),STARSPRD01_ImportServer,10/10/16 11:38,15/10/16 5:54,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(933819, 321758)","(933819, 321758)",,- Invalid -,23:59:00,1111111,,- Invalid -
OSMAN JALANI BIN ABDUL HADI,90040483,M838,103740,"LOT PT 6036 TOK RANDOK, AJIL, ,",HULU TERENGGANU,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,199703717,43680,12/10/16 1:33,"(5.067636, 103.101397)",Default,OSMAN JALANI BIN ABDUL HADI,90040483,90040483,D001,21800,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(5.067636, 103.101397)",(Invalid),STARSPRD01_ImportServer,10/10/16 17:29,16/10/16 9:46,12/10/16 1:33,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,11/12/14 10:17,PEN,Malaysia,"(954996, 561581)","(954996, 561581)",,- Invalid -,22:00:00,1111111,,- Invalid -
OSMAN SERVICE STATION,90032692,M828,180180,"LOT PT 2277 D&apos;AMBANG KOTA, LUKUT, ,",PORT DICKSON,SER,SOUTH1,SOUTH,roshanpal@petronas.com.my,136839279,54600,12/10/16 16:44,"(2.591889, 101.820966)",Default,OSMAN SERVICE STATION,90032692,90032692,D001,71010,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.591889, 101.820966)",(Invalid),STARSPRD01_ImportServer,11/10/16 9:09,(Invalid),12/10/16 16:44,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(813711, 286833)","(813711, 286833)",,- Invalid -,23:59:00,1111111,,- Invalid -
P.Y. HABSAH ENTERPRISE,90000184,M817,43680,"LOT 3311 MUKIM SAYONG, JALAN SULTAN ISKANDAR,",KUALA KANGSAR,PER,NORTH2,NORTH,muhammad_sulaiman@petronas.com.my,125919128,43680,16/10/16 8:04,"(4.760069, 100.926710)",Default,P.Y. HABSAH ENTERPRISE,90000184,90000184,D001,33000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(4.760069, 100.926710)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:02,16/10/16 8:04,13/10/16 16:34,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(713700, 526441)","(713700, 526441)",,- Invalid -,22:30:00,1111111,,- Invalid -
PASIR GUDANG PETROLEUM,90039464,M829,256620,"LOT PTD 69990 HS(D) 124966, MK PLENTONG, JLN BANDAR,",PASIR GUDANG,JOH,SOUTH2,SOUTH,saifullyz.dzulkifli@petronas.com.my,197556399,54600,11/10/16 13:27,"(1.470130, 103.905138)",Default,PASIR GUDANG PETROLEUM,90039464,90039464,D001,81700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.470130, 103.905138)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:47,13/10/16 10:33,11/10/16 13:27,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1046312, 163095)","(1046312, 163095)",,- Invalid -,23:59:00,1111111,,- Invalid -
PASIR PUTEH LIMBONGAN PETROL,90034193,M838,120120,"LOT 2682 MUKIM PASIR PUTEH LIMBONGAN, ,",PASIR PUTEH,KEL,EAST1,EAST,iskandar_ahmad@petronas.com.my,123122573,43680,13/10/16 12:35,"(5.824540, 102.391211)",Default,PASIR PUTEH LIMBONGAN PETROL,90034193,90034193,D001,16800,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.824540, 102.391211)",(Invalid),STARSPRD01_ImportServer,10/10/16 8:53,13/10/16 12:35,12/10/16 0:28,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(875638, 644938)","(875638, 644938)",,- Invalid -,23:59:00,1111111,,- Invalid -
PCS BATU PAHAT,90038153,M828,103740,"LOT PTD2478 KM 2, PARIT BINTANG, ,",MUKIM PESERAI,JOH,SOUTH2,SOUTH,gan_mingyu@petronas.com.my,126058435,54600,13/10/16 17:51,"(1.857227, 102.918463)",Default,PCS BATU PAHAT,90038153,90038153,D001,83000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.857227, 102.918463)",(Invalid),STARSPRD01_ImportServer,09/10/16 20:03,(Invalid),13/10/16 17:51,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(936141, 205764)","(936141, 205764)",,- Invalid -,23:59:00,1111111,,- Invalid -
PEEA ENTERPRISE,90000668,M829,180180,"STESEN SERVIS PETRONAS, LOT 84376 TAMAN DESA CEMERLANG, JALAN KOTA TINGGI",JOHOR BAHRU,JOH,SOUTH2,SOUTH,syazwan_fikri@petronas.com.my,197403304,43680,11/10/16 19:25,"(1.568229, 103.812595)",Default,PEEA ENTERPRISE,90000668,90000668,D001,81750,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.568229, 103.812595)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:44,12/10/16 16:29,11/10/16 19:25,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1035956, 173954)","(1035956, 173954)",,- Invalid -,23:59:00,1111111,,- Invalid -
PENDASLINK ENTERPRISE,90044541,M829,109200,"TAPAK B, KAWASAN REHAT & RAWAT,, ARAH SELATAN LALUAN KEDUA, GELANG PATAH",JOHOR BAHRU,JOH,SOUTH2,SOUTH,syazwan_sulaiman@petronas.com.my,177787871,54600,11/10/16 11:18,"(1.386877, 103.593328)",Default,PENDASLINK ENTERPRISE,90044541,90044541,D001,81550,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.386877, 103.593328)",(Invalid),STARSPRD01_ImportServer,09/10/16 12:24,12/10/16 19:07,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,03/02/16 16:03,PEN,Malaysia,"(1011525, 153789)","(1011525, 153789)",,- Invalid -,23:59:00,1111111,,- Invalid -
PENGKALAN BATU SERVICE STATION,90044029,M838,43680,"LOT 1700 MUKIM KASA, ,",PASIR MAS,KEL,EAST1,EAST,fairuz.shamsuri@petronas.com.my,199546399,32760,11/10/16 11:18,"(6.049128, 102.154138)",Default,PENGKALAN BATU SERVICE STATION,90044029,90044029,D001,17000,,,Invalid,0,,- Invalid -,Retail_Delivery,7:00:00,,,,,,,FALSE,"(6.049128, 102.154138)",(Invalid),STARSPRD01_ImportServer,04/10/16 1:12,(Invalid),11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/10/15 15:10,PEN,Malaysia,"(849209, 669649)","(849209, 669649)",,- Invalid -,22:30:00,1111111,,- Invalid -
PERANTAU KOTA ENTERPRISE,90037276,M828,94680,"LOT PTD 3675, PEKAN PARIT JAWA, ,",MUAR,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,126136085,43680,14/10/16 1:53,"(1.955786, 102.645929)",Default,PERANTAU KOTA ENTERPRISE,90037276,90037276,D001,84150,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.955786, 102.645929)",(Invalid),STARSPRD01_ImportServer,09/10/16 11:58,(Invalid),14/10/16 1:53,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(905741, 216615)","(905741, 216615)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERMAI HIJRAH SERVICE STATION,90031587,M808,100626,"LOT 32710, TAMAN PERMAI JAYA, ,",AMPANG,SEL,CENTR2,CENTRAL,,192184001,43680,13/10/16 14:45,"(3.129767, 101.775708)",Default,PERMAI HIJRAH SERVICE STATION,90031587,90031587,D001,68000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.129767, 101.775708)",(Invalid),STARSPRD01_ImportServer,09/10/16 8:52,13/10/16 14:45,12/10/16 8:16,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(808530, 346345)","(808530, 346345)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERMATA BANGI ENTERPRISE,90036715,M808,66675,"STESEN MINYAK PETRONAS-SEK / 9, LOT PT 5687 HS(D) 81796, JLN PERSIARAN KEMAJUAN, SEK 9",BANDAR BARU BANGI,SEL,CENTR3,CENTRAL,noormarlizan.mamat@petronas.com.my,163778339,43680,12/10/16 17:17,"(2.960920, 101.751106)",Default,PERMATA BANGI ENTERPRISE,90036715,90036715,D001,43000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.960920, 101.751106)",(Invalid),STARSPRD01_ImportServer,09/10/16 11:42,13/10/16 0:56,11/10/16 13:46,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(805841, 327653)","(805841, 327653)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERMATA SAUJANA ENTERPRISE,90034750,M808,96091,"LOT 17892 SUB LOT A, ,",KAJANG,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,165635201,43680,13/10/16 6:51,"(3.008020, 101.803626)",Default,PERMATA SAUJANA ENTERPRISE,90034750,90034750,D001,43300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.008020, 101.803626)",(Invalid),STARSPRD01_ImportServer,09/10/16 9:02,13/10/16 12:11,12/10/16 8:16,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(811671, 332880)","(811671, 332880)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERMATA SENIBUNG ENTERPRISE,90037325,M829,120120,"LOT PTD 173047, BAYU SENIBONG, ,",PLENTONG,JOH,SOUTH2,SOUTH,saifullyz.dzulkifli@petronas.com.my,,54600,11/10/16 17:04,"(1.493969, 103.801250)",Default,PERMATA SENIBUNG ENTERPRISE,90037325,90037325,D001,81750,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.493969, 103.801250)",(Invalid),STARSPRD01_ImportServer,09/10/16 21:08,12/10/16 18:36,11/10/16 17:04,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1034708, 165714)","(1034708, 165714)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERMATA WAHID ARA ENTERPRISE,90041718,M829,114660,"PTD 40120 JALAN KOTA TINGGI BYPASS, ,",KOTA TINGGI,JOH,SOUTH2,SOUTH,syazwan_fikri@petronas.com.my,132566697,54600,14/10/16 21:15,"(1.723907, 103.898961)",Default,PERMATA WAHID ARA ENTERPRISE,90041718,90041718,D001,81900,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.723907, 103.898961)",(Invalid),STARSPRD01_ImportServer,11/10/16 1:05,(Invalid),14/10/16 21:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:41,PEN,Malaysia,"(1045555, 191247)","(1045555, 191247)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERNIAGAAN AHMAD B. MD ISA,90016374,M818,54600,"LOT 9290, TAMAN RIA, ,",SUNGAI PETANI,KED,NORTH1,NORTH,jaimurali.m@petronas.com.my,194581013,43680,11/10/16 11:18,"(5.663805, 100.504489)",Default,PERNIAGAAN AHMAD B. MD ISA,90016374,90016374,D001,8000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.663805, 100.504489)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:27,12/10/16 11:40,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(666619, 626257)","(666619, 626257)",,- Invalid -,23:30:00,1111111,,- Invalid -
PERNIAGAAN H.A.B.,90009804,M808,24450,"STESEN SERVIS PETRONAS, LOT 2711 BATU 4 1/2, JALAN KELANG LAMA",KUALA LUMPUR.,PSK,CENTR2,CENTRAL,faliq_farouk@petronas.com.my,122353416,43680,(Invalid),"(3.088225, 101.674467)",Default,PERNIAGAAN H.A.B.,90009804,90009804,D001,58000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(3.088225, 101.674467)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,18/01/16 16:01,PEN,Malaysia,"(797280, 341719)","(797280, 341719)",,- Invalid -,22:30:00,1111111,,- Invalid -
PERNIAGAAN IMBANG MODEN,90031561,M818,54600,"LOT 1533, JALAN BATAS PAIP, ,",KUALA KEDAH,KED,NORTH1,NORTH,ng_chanwai@petronas.com.my,124879099,43680,13/10/16 12:15,"(6.088884, 100.310581)",Default,PERNIAGAAN IMBANG MODEN,90031561,90031561,D001,6600,,,Invalid,0,,- Invalid -,Retail_Delivery,0:30:00,,,,,,,FALSE,"(6.088884, 100.310581)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:17,(Invalid),13/10/16 12:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(645030, 673206)","(645030, 673206)",,- Invalid -,23:59:00,1111111,,- Invalid -
PERNIAGAAN MM AFDAL,90034639,M818,60060,"LOT 5418 JLN DATO&apos; SYED OMAR, ,",ALOR SETAR,KED,NORTH1,NORTH,ng_chanwai@petronas.com.my,194408134,43680,15/10/16 21:04,"(6.091032, 100.356411)",Default,PERNIAGAAN MM AFDAL,90034639,90034639,D001,5400,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(6.091032, 100.356411)",(Invalid),STARSPRD01_ImportServer,09/10/16 8:25,(Invalid),15/10/16 21:04,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(650102, 673456)","(650102, 673456)",,- Invalid -,23:30:00,1111111,,- Invalid -
PERNIAGAAN MURIJAYA,90000638,M829,38220,"LOT 35579, PEKAN SALENG, ,",SENAI,JOH,SOUTH2,SOUTH,,197559066,43680,13/10/16 0:45,"(1.631189, 103.634427)",Default,PERNIAGAAN MURIJAYA,90000638,90000638,D001,81400,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.631189, 103.634427)",(Invalid),STARSPRD01_ImportServer,09/10/16 22:20,16/10/16 19:26,13/10/16 0:45,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1016054, 180891)","(1016054, 180891)",,- Invalid -,23:00:00,1111111,,- Invalid -
PERNIAGAAN WARISAN AZ,90033609,M818,65520,"LOT 697, MKM 15, JLN ROZHAN, ALMA, ,",BUKIT MERTAJAM,PIN,NORTH2,NORTH,izzuddin.jalil@petronas.com.my,124883944,43680,14/10/16 18:46,"(5.324843, 100.477049)",Default,PERNIAGAAN WARISAN AZ,90033609,90033609,D001,14000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.324843, 100.477049)",(Invalid),STARSPRD01_ImportServer,02/10/16 22:13,14/10/16 18:46,12/10/16 1:11,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(663672, 588768)","(663672, 588768)",,- Invalid -,22:30:00,1111111,,- Invalid -
PERSIARAN KAYANGAN ENTERPRISE,90032500,M808,32760,"LOT 12, OFF PERSIARAN KAYANGAN, SEKSYEN 7,",SHAH ALAM,SEL,CENTR1,CENTRAL,faiz_zaki@petronas.com.my,122000923,21840,12/10/16 9:35,"(3.076401, 101.493945)",Default,PERSIARAN KAYANGAN ENTERPRISE,90032500,90032500,D001,40000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.076401, 101.493945)",(Invalid),STARSPRD01_ImportServer,05/10/16 18:31,13/10/16 7:23,11/10/16 17:22,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(777204, 340362)","(777204, 340362)",,- Invalid -,23:59:00,1111111,,- Invalid -
